id;Y
2469;0
2471;0
2474;0
2476;0
2477;0
2478;0
2480;0
2481;0
2482;0
2483;0
2485;0
2486;0
2487;0
2488;0
2489;0
2490;0
2491;0
2492;0
2493;0
2496;0
2497;0
2498;0
2499;0
2501;0
2503;0
2504;0
2509;0
2510;0
2511;0
2513;0
2514;0
2515;0
2516;0
2518;0
2520;0
2521;0
2522;0
2523;0
2524;0
2525;0
2526;0
2527;0
2528;0
2530;0
2531;0
2532;0
2533;0
2534;0
2535;0
2538;0
2539;0
2542;0
2543;0
2544;0
2545;0
2546;0
2547;0
2548;0
2550;0
2551;0
2552;0
2554;0
2555;0
2556;0
2557;0
2558;0
2561;0
2562;0
2563;0
2565;0
2566;0
2568;0
2569;0
2570;0
2571;0
2572;0
2573;0
2574;0
2575;0
2577;0
2578;0
2579;0
2581;0
2582;0
2584;0
2586;0
2588;0
2590;0
2591;0
2592;0
2594;0
2595;0
2596;0
2597;0
2599;0
2602;0
2603;0
2604;0
2605;0
2606;0
2608;0
2609;0
2610;0
2612;0
2613;1
2614;1
2616;1
2618;1
2621;1
2624;1
2625;1
2626;1
2627;1
2628;1
2630;1
2632;1
2638;1
2639;1
2640;1
2641;1
2642;1
2643;1
2644;1
2645;1
2646;1
2647;1
2649;1
2650;1
2651;1
2652;1
2653;1
2654;1
2655;1
2656;1
2658;1
2659;1
2660;1
2661;1
2664;1
2666;1
2669;1
2670;1
2671;1
2672;1
2674;1
2675;1
2677;1
2679;1
2680;1
2681;1
2683;1
2684;1
2685;1
2688;1
2689;1
2691;1
2693;1
2695;1
2696;1
2698;1
2699;1
2700;1
2702;1
2703;1
2704;1
2707;1
2708;1
2710;1
2711;1
2713;1
2714;1
2715;1
2716;1
2717;1
2720;1
2723;1
2724;1
2725;1
2726;1
2727;1
2729;1
2730;1
2731;1
2732;1
2734;1
2735;1
2736;1
2739;1
2740;1
2741;1
2743;1
2744;1
2745;1
2747;1
2749;1
2750;1
2751;1
2752;1
2753;1
2754;1
2755;1
2756;1
2759;1
2760;1
2762;1
2763;1
2764;1
2766;1
2767;1
2768;1
2769;1
2770;1
2771;1
2772;1
2773;1
2774;1
2776;1
2777;1
2779;1
2780;1
2782;1
2784;1
2785;1
2786;1
2787;1
2788;1
2789;1
2790;1
2791;1
2792;1
2797;1
2798;1
2800;1
2801;1
2803;1
2804;1
2805;1
2806;1
2807;1
2808;1
2809;1
2810;1
2811;1
2812;1
2813;1
2814;1
2815;1
2816;1
2817;1
2820;1
2821;1
2822;1
2823;1
2824;1
2826;1
2828;1
2830;1
2832;1
2833;1
2836;1
2837;1
2838;1
2839;1
2841;1
2843;1
2844;1
2845;1
2846;1
2848;1
2850;1
2852;1
2854;1
2856;1
2857;1
2858;1
2860;1
2862;1
2864;1
2865;1
2866;1
2867;1
2869;1
2872;1
2873;1
2875;1
2876;1
2879;1
2880;1
2881;1
2882;1
2883;1
2885;1
2886;1
2887;1
2888;1
2889;1
2890;1
2891;1
2892;1
2893;1
2894;1
2895;1
2897;1
2898;1
2899;1
2900;1
2901;1
2902;1
2904;1
2905;1
2906;1
2907;1
2909;1
2910;1
2911;1
2912;1
2913;1
2914;1
2915;1
2916;1
2918;1
2919;1
2920;1
2921;1
2924;1
2927;1
2928;1
2929;1
2930;1
2931;1
2932;1
2933;1
2934;1
2935;1
2936;1
2937;1
2938;1
2939;1
2941;1
2942;1
2943;1
2944;1
2945;1
2946;1
2950;1
2951;1
2952;1
2954;1
2955;1
2956;1
2958;1
2959;1
2960;1
2961;1
2962;1
2963;1
2964;1
2966;1
2968;1
2971;1
2972;1
2973;1
2976;1
2979;1
2981;1
2982;1
2983;1
2985;1
2986;1
2987;1
2990;1
2991;1
2993;1
2995;1
2996;1
2997;1
2998;1
2999;1
3000;1
3001;1
3002;1
3003;1
3005;1
3006;1
3007;1
3009;1
3010;1
3011;1
3012;1
3013;1
3014;1
3015;1
3019;1
3020;1
3021;1
3023;1
3024;1
3025;1
3027;1
3028;1
3029;1
3030;1
3031;1
3032;1
3035;1
3036;1
3037;1
3038;1
3039;1
3040;1
3041;1
3042;1
3043;1
3044;1
3045;1
3048;1
3049;1
3050;1
3051;1
3052;1
3053;1
3054;1
3055;1
3058;1
3059;1
3060;1
3063;1
3064;1
3067;1
3070;1
3072;1
3074;1
3075;1
3077;1
3078;1
3079;1
3081;1
3082;1
3083;1
3084;1
3085;1
3086;1
3087;1
3088;1
3089;1
3093;1
3096;1
3097;1
3098;1
3099;1
3100;1
3101;1
3102;1
3104;1
3106;1
3107;1
3108;1
3109;1
3110;1
3111;1
3113;1
3114;1
3115;1
3118;1
3119;1
3120;1
3121;1
3124;1
3125;1
3126;1
3128;1
3129;1
3131;1
3133;1
3134;1
3136;1
3137;1
3139;1
3140;1
3143;1
3144;1
3145;1
3148;1
3152;1
3153;1
3155;1
3156;1
3157;1
3158;1
3159;1
3162;1
3163;1
3165;1
3166;1
3167;1
3170;1
3171;1
3172;1
3173;1
3174;1
3175;1
3176;1
3177;1
3180;1
3182;1
3183;1
3185;1
3186;1
3187;1
3188;1
3189;1
3190;1
3191;1
3193;1
3194;1
3195;1
3196;1
3200;1
3201;1
3202;1
3203;1
3204;1
3205;1
3207;1
3208;1
3209;1
3212;1
3213;1
3214;1
3216;1
3217;1
3218;1
3221;1
3225;1
3226;1
3227;1
3228;1
3232;1
3233;1
3234;1
3235;1
3236;1
3237;1
3238;1
3239;1
3240;1
3241;1
3242;1
3243;1
3244;1
3245;1
3246;1
3247;1
3248;1
3249;1
3251;1
3253;1
3254;1
3256;1
3260;1
3262;1
3263;1
3264;1
3265;1
3266;1
3267;1
3268;1
3271;1
3273;1
3274;1
3276;1
3277;1
3279;1
3281;1
3282;1
3283;1
3286;1
3287;1
3291;1
3293;1
3294;1
3295;1
3297;1
3299;1
3301;1
3302;1
3304;1
3305;1
3313;1
3314;1
3315;1
3319;1
3321;1
3322;1
3323;1
3326;1
3327;1
3328;1
3330;1
3333;1
3334;1
3336;1
3337;1
3342;1
3346;1
3347;1
3348;1
3349;1
3350;1
3352;1
3354;1
3355;1
3356;1
3357;1
3361;1
3363;1
3364;1
3365;1
3366;1
3367;1
3368;1
3370;1
3372;1
3373;1
3374;1
3375;1
3376;1
3377;1
3378;1
3380;1
3381;1
3383;1
3385;1
3386;1
3387;1
3388;1
3389;1
3390;1
3391;1
3393;1
3395;1
3396;1
3397;1
3398;1
3399;1
3400;1
3402;1
3405;1
3407;1
3408;1
3409;1
3410;1
3413;1
3415;1
3416;1
3417;1
3418;1
3419;1
3423;1
3424;1
3425;1
3427;1
3428;1
3429;1
3430;1
3431;1
3432;1
3433;1
3436;1
3437;1
3438;1
3439;1
3441;1
3443;1
3445;1
3446;1
3447;1
3448;1
3449;1
3450;1
3451;1
3453;1
3454;1
3456;1
3457;1
3459;1
3460;1
3461;1
3462;1
3464;1
3466;1
3468;1
3470;1
3472;1
3473;1
3475;1
3476;1
3477;1
3478;1
3479;1
3480;1
3481;1
3482;1
3484;1
3485;1
3486;1
3488;1
3489;1
3490;1
3491;1
3493;1
3494;1
3495;1
3496;1
3499;1
3500;1
3503;1
3504;1
3505;1
3508;1
3509;1
3511;1
3513;1
3514;1
3515;1
3517;1
3518;1
3520;1
3521;1
3522;1
3523;1
3524;1
3526;1
3527;1
3528;1
3529;1
3530;1
3531;1
3532;1
3534;1
3535;1
3538;1
3540;1
3541;1
3542;1
3543;1
3544;1
3545;1
3546;1
3547;1
3548;1
3549;1
3550;1
3551;1
3552;1
3553;1
3554;1
3557;1
3558;1
3559;1
3560;1
3561;1
3562;1
3563;1
3564;1
3566;1
3567;1
3569;1
3571;1
3573;1
3575;1
3577;1
3578;1
3579;1
3580;1
3581;1
3582;1
3583;1
3585;1
3586;1
3588;1
3589;1
3593;1
3594;1
3596;1
3598;1
3599;1
3600;1
3602;1
3603;1
3606;1
3608;1
3611;1
3614;1
3615;1
3616;1
3617;1
3618;1
3619;1
3621;1
3622;1
3623;1
3624;1
3626;1
3630;1
3632;1
3633;1
3634;1
3635;1
3636;1
3637;1
3638;1
3639;1
3640;1
3641;1
3642;1
3643;1
3644;1
3646;1
3647;1
3649;1
3650;1
3652;1
3653;1
3654;1
3655;1
3657;1
3659;1
3661;1
3663;1
3664;1
3666;1
3667;1
3668;1
3670;1
3671;1
3672;1
3673;1
3674;1
3675;1
3677;1
3678;1
3679;1
3680;1
3682;1
3683;1
3685;1
3686;1
3687;1
3688;1
3689;1
3690;1
3691;1
3692;1
3693;1
3694;1
3695;1
3696;1
3698;1
3700;1
3701;1
3703;1
3704;1
3706;1
3707;1
3708;1
3710;1
3711;1
3712;1
3713;1
3715;1
3716;1
3718;1
3720;1
3721;1
3723;1
3725;1
3726;1
3727;1
3728;1
3729;1
3730;1
3731;1
3732;1
3737;1
3738;1
3739;1
3742;1
3744;1
3748;1
3749;1
3750;1
3752;1
3754;1
3756;1
3757;1
3759;1
3760;1
3761;1
3762;1
3764;1
3765;1
3766;1
3767;1
3769;1
3770;1
3771;1
3772;1
3774;1
3775;1
3776;1
3778;1
3779;1
3782;1
3783;1
3785;1
3786;1
3787;1
3789;1
3793;1
3796;1
3797;1
3798;1
3799;1
3800;1
3802;1
3803;1
3804;1
3805;1
3806;1
3807;1
3808;1
3809;1
3811;1
3813;1
3819;1
3820;1
3821;1
3822;1
3823;1
3825;1
3826;1
3828;1
3829;1
3831;1
3832;1
3833;1
3834;1
3836;1
3837;1
3838;1
3841;1
3843;1
3845;1
3846;1
3848;1
3849;1
3851;1
3852;1
3853;1
3854;1
3855;1
3857;1
3858;1
3859;1
3860;1
3861;1
3862;1
3863;1
3864;1
3866;1
3867;1
3869;1
3870;1
3871;1
3872;1
3874;1
3875;1
3876;1
3880;1
3881;1
3882;1
3883;1
3885;1
3887;1
3888;1
3889;1
3890;1
3891;1
3892;1
3893;1
3897;1
3899;1
3901;1
3902;1
3903;1
3904;1
3907;1
3908;1
3909;1
3910;1
3911;1
3912;1
3913;1
3915;1
3916;1
3917;1
3918;1
3919;1
3923;1
3924;1
3925;1
3927;1
3928;1
3929;1
3930;1
3932;1
3934;1
3936;1
3937;1
3938;1
3939;1
3940;1
3941;1
3944;1
3945;1
3946;1
3947;1
3948;1
3949;1
3950;1
3953;1
3954;1
3955;1
3956;1
3957;1
3959;1
3960;1
3961;1
3963;1
3964;1
3965;1
3968;1
3969;1
3970;1
3972;1
3974;1
3975;1
3976;1
3977;1
3979;1
3980;1
3981;1
3982;1
3983;1
3984;1
3985;1
3986;1
3987;1
3988;1
3989;1
3992;1
3994;1
3995;1
3996;1
3998;1
3999;1
4000;1
4004;1
4005;1
4007;1
4008;1
4009;1
4010;1
4012;1
4013;1
4014;1
4015;1
4016;1
4017;1
4018;1
4020;1
4021;1
4023;1
4024;1
4026;1
4027;1
4028;1
4030;1
4035;1
4038;1
4039;1
4040;1
4041;1
4043;1
4044;1
4045;1
4047;1
4049;1
4050;1
4052;1
4054;1
4058;1
4059;1
4060;1
4061;1
4063;1
4065;1
4066;1
4067;1
4068;1
4069;1
4070;1
4071;1
4072;1
4074;1
4075;1
4076;1
4078;1
4080;1
4081;1
4083;1
4084;1
4087;1
4089;1
4091;1
4092;1
4093;1
4094;1
4095;1
4097;1
4098;1
4099;1
4100;1
4103;1
4105;1
4108;1
4109;1
4110;1
4112;1
4113;1
4114;1
4116;1
4117;1
4118;1
4119;1
4121;1
4123;1
4125;1
4126;1
4127;1
4129;1
4130;1
4133;1
4134;1
4135;1
4136;1
4138;1
4139;1
4140;1
4141;1
4142;1
4143;1
4144;1
4146;1
4148;1
4150;1
4151;1
4152;1
4153;1
4155;1
4156;1
4158;1
4159;1
4160;1
4162;1
4165;1
4166;1
4171;1
4173;1
4174;1
4175;1
4177;1
4178;1
4179;1
4181;1
4183;1
4185;1
4187;1
4188;1
4189;1
4190;1
4192;1
4193;1
4194;1
4197;1
4198;1
4199;1
4202;1
