id;X2;X4.2;X4.3;X4.4;X5.4;X5.5;X10.3;X14.2;X15.3;X15.4;X24;X30;X34
306;10416,68;0;1;0;0;0;0;0;0;0;0;1;0
307;10221,27;0;1;0;1;0;0;0;0;1;0;0;1
308;13489;1;0;0;1;0;0;0;0;1;0;0;1
309;9043,44;1;0;0;0;0;1;0;0;1;1;1;0
310;9424,59;0;0;0;1;0;0;1;1;0;1;0;0
311;11414,06;0;0;1;1;0;0;0;0;1;1;0;1
314;9333,44;0;0;1;1;0;0;0;1;0;0;0;0
316;12566,46;0;0;0;1;0;0;0;0;0;1;0;0
317;10831,35;0;0;1;0;0;0;0;0;1;0;1;1
319;9038,39;0;0;1;1;0;0;1;0;1;1;0;1
320;9930,74;0;0;1;1;0;0;1;0;0;0;0;0
322;11008,32;0;0;1;1;0;0;0;0;0;0;0;0
323;10334,01;0;0;1;1;0;1;0;1;0;0;0;1
324;12926,15;0;0;1;1;0;1;1;0;0;1;0;0
328;12848,32;0;0;1;1;0;0;0;0;0;0;0;1
329;9793,32;0;0;0;1;0;0;0;1;0;1;1;0
330;8951,15;0;1;0;0;0;0;0;1;0;0;0;0
331;9071,03;0;0;0;0;0;0;0;1;0;0;1;0
333;9551,04;0;0;0;0;0;0;0;0;1;0;1;1
334;8794,28;0;0;1;0;0;0;0;0;0;0;0;0
335;11761,73;0;1;0;0;0;0;0;1;0;1;1;0
336;10928,75;1;0;0;0;0;0;1;0;0;1;1;0
337;13597,62;0;0;0;0;0;1;0;1;0;0;0;0
339;9442,12;0;0;0;1;0;0;1;0;1;0;0;1
340;10532,02;0;0;1;0;0;0;0;1;0;0;0;1
341;9682,02;0;0;1;0;0;1;0;1;0;0;0;1
342;11919,42;0;1;0;1;0;0;1;0;1;0;0;1
344;7878,18;0;0;1;1;0;0;0;1;0;1;1;0
345;10157,75;0;0;0;1;0;0;1;0;1;1;1;0
346;13537,18;1;0;0;0;0;0;0;0;1;1;0;0
347;9677,67;0;0;1;1;0;0;0;0;0;0;1;1
350;9153,6;0;1;0;1;0;0;0;0;1;1;0;1
351;10725,42;1;0;0;0;0;0;1;0;1;1;0;0
352;7644,95;0;0;1;1;0;0;0;0;1;0;0;0
353;11510,91;0;0;1;0;0;0;0;0;0;1;1;0
354;10186,74;0;0;1;0;0;0;1;1;0;0;0;1
356;9500,79;0;0;0;1;0;0;0;0;1;0;0;1
357;9742,19;0;0;0;1;0;0;0;1;0;1;0;0
358;11964,75;0;0;0;0;0;0;0;1;0;0;0;1
359;9640,76;0;0;1;0;0;0;1;0;1;0;0;1
360;9164,2;0;0;1;1;0;0;0;1;0;1;0;0
361;10796,31;0;0;0;1;0;0;0;0;0;0;0;1
362;11215,55;0;0;1;0;0;0;0;0;1;0;1;0
364;11749,06;0;0;1;0;0;1;1;0;0;1;0;1
365;7760,75;1;0;0;1;0;0;1;0;1;0;0;1
367;10523,81;0;0;1;0;0;1;0;0;1;1;0;1
369;10293,05;0;0;0;1;0;0;0;0;1;1;1;1
370;10852,68;0;0;0;0;0;0;0;0;1;0;0;0
371;12322,16;1;0;0;1;0;1;0;0;1;0;1;1
372;11547,45;0;0;0;1;0;0;0;1;0;1;0;0
373;9120,54;1;0;0;0;0;0;0;0;1;0;1;1
374;12110,18;0;0;1;0;0;0;0;0;1;0;1;0
375;9294,39;0;1;0;1;0;0;0;0;1;1;1;0
376;9433,25;0;1;0;0;0;0;0;0;1;1;0;0
377;8760,53;0;0;0;1;0;1;0;0;0;1;0;0
378;9459,1;0;1;0;1;0;0;1;0;1;1;1;0
380;10289,38;0;0;1;0;0;0;0;0;0;1;0;1
381;10640,18;1;0;0;0;0;0;1;0;1;1;0;0
382;11012,33;0;0;0;0;0;0;1;1;0;1;1;0
383;10420,9;1;0;0;0;0;0;0;0;0;0;1;0
384;7977,44;0;1;0;0;0;0;0;0;1;0;1;0
386;13407,64;0;0;1;1;0;1;1;1;0;0;1;0
387;9513,33;0;0;0;0;0;0;1;1;0;0;1;0
388;9463;0;0;1;0;0;0;0;1;0;0;1;0
389;9898,61;0;1;0;0;0;0;0;1;0;1;0;1
390;9087,34;1;0;0;0;0;0;0;0;1;0;0;1
392;8336,82;0;0;1;0;0;0;0;0;1;0;0;0
396;10559,68;1;0;0;1;0;0;1;1;0;0;0;1
397;11972,16;1;0;0;0;0;0;1;1;0;1;1;0
398;8782,5;0;1;0;0;0;0;0;0;1;1;0;0
399;11699,61;0;0;1;1;0;0;1;1;0;0;0;1
400;11582,72;1;0;0;0;0;0;0;0;1;1;0;0
402;11589,23;0;0;1;0;0;1;0;0;0;0;0;1
403;11078,33;0;0;0;0;0;1;0;1;0;1;1;0
404;9601,97;0;1;0;1;0;0;0;1;0;0;0;0
406;10936,81;0;0;1;0;0;1;0;0;1;0;0;0
407;11629,63;0;1;0;0;0;0;0;1;0;1;0;1
408;10585,7;0;0;1;1;0;0;1;1;0;1;0;0
409;12406,2;0;0;1;0;0;0;1;0;1;0;0;1
411;8678,29;0;0;0;0;0;0;1;0;1;1;0;1
418;9406,58;0;1;0;0;0;0;1;1;0;0;0;0
420;10192,5;0;0;1;1;0;0;0;1;0;0;0;0
421;11451,69;0;1;0;0;0;1;0;0;1;0;0;0
422;12247,76;1;0;0;1;0;0;0;0;1;0;0;0
424;9878,99;0;0;1;0;0;0;0;0;1;0;0;1
426;12563,8;0;0;0;0;0;1;0;1;0;0;0;1
427;11614,8;1;0;0;1;0;0;1;0;1;1;0;1
428;8171,46;0;1;0;0;0;0;0;0;1;1;0;1
431;9300,22;0;0;1;1;0;0;1;0;1;0;0;1
432;11614,89;0;0;0;0;0;0;0;0;1;1;1;1
433;8763,74;1;0;0;0;0;0;0;0;1;0;1;0
434;7254,17;1;0;0;0;0;1;0;0;1;0;1;0
435;7931,41;0;0;1;0;0;0;0;1;0;0;0;0
436;10787,73;1;0;0;0;0;0;0;1;0;0;1;0
441;8807,21;1;0;0;1;0;0;0;1;0;1;1;0
443;9390,27;0;0;1;0;0;1;0;0;1;1;1;0
444;10708,07;0;0;1;0;0;0;0;0;1;0;0;0
446;8869,31;1;0;0;0;0;0;0;0;1;1;0;0
447;13267,8;0;0;1;0;0;0;1;0;0;0;1;0
448;7272;0;0;1;0;0;0;1;0;1;1;1;0
450;10682,97;0;1;0;0;0;0;0;0;1;0;0;0
455;9638,9;0;0;1;1;0;0;0;0;1;1;0;0
456;12085,94;0;0;1;0;0;0;0;1;0;1;0;0
460;13362,75;0;0;1;1;0;0;1;0;0;0;0;0
461;6220,66;0;0;1;1;0;0;0;0;0;1;0;0
462;13593,81;1;0;0;1;0;0;1;0;0;1;0;0
464;10495,52;0;0;1;0;0;1;0;0;1;1;0;0
468;10572,14;0;0;1;0;0;0;0;1;0;0;0;0
469;8923,57;0;1;0;1;0;0;0;0;1;1;0;0
470;9596,37;0;0;1;0;0;1;0;0;1;1;0;1
473;9417,95;0;0;1;1;0;0;0;1;0;0;0;0
474;10886,73;0;0;1;0;0;1;0;1;0;0;0;1
475;11503,44;1;0;0;0;0;0;1;1;0;1;0;0
476;12722,8;0;0;1;0;0;0;1;0;1;0;0;0
477;8280,95;0;0;1;0;0;0;1;0;1;1;0;1
478;10203,98;0;0;1;0;0;0;0;0;0;1;0;0
479;9767,02;1;0;0;1;0;0;0;1;0;0;1;1
480;13687,9;0;0;1;1;0;0;0;0;1;0;0;0
483;12055,66;0;0;1;0;0;0;1;0;1;1;1;0
484;8629;0;0;0;1;0;0;0;0;1;0;0;0
485;12775,48;0;0;1;1;0;0;0;0;1;0;1;0
486;9777,71;0;1;0;0;0;0;0;0;1;0;0;1
487;9293,16;1;0;0;0;0;0;1;0;1;0;0;0
488;8830,44;1;0;0;1;0;0;1;0;1;0;0;0
489;11137,16;0;0;0;1;0;0;1;0;1;0;0;0
490;11373,04;0;0;0;0;0;0;0;0;1;0;1;0
491;9356,58;0;1;0;0;0;0;0;0;0;1;1;0
492;9621,36;0;0;1;1;0;0;1;0;1;0;0;0
493;10047,72;0;1;0;1;0;0;0;0;1;0;0;1
494;6641,15;0;0;1;0;0;0;1;0;1;0;0;1
495;9537,42;0;1;0;0;0;0;0;0;1;0;0;1
497;10095,95;0;0;0;0;0;0;0;1;0;1;1;1
498;9776,37;0;0;1;0;0;0;0;0;1;0;0;1
499;9156,04;1;0;0;1;0;0;1;1;0;1;0;0
501;11796,96;0;0;0;1;0;0;0;0;0;0;0;0
503;9603,24;0;0;1;0;0;0;0;1;0;1;0;1
507;11727,99;0;0;0;0;0;0;0;0;1;1;0;0
508;9504,5;0;1;0;1;0;0;1;0;1;0;0;1
509;8597,1;0;1;0;0;0;0;1;1;0;1;1;1
510;9535,29;0;1;0;1;0;0;0;0;1;0;0;0
511;8551,55;0;0;0;1;0;0;0;0;1;0;0;1
512;8958,98;0;0;1;1;0;0;1;0;1;1;0;0
516;10493,03;0;0;1;0;0;0;0;1;0;1;1;0
517;10411,55;0;0;1;1;0;0;1;0;1;0;1;1
519;9765,11;0;1;0;0;0;0;0;0;1;0;0;1
520;9226,62;0;0;1;0;0;0;0;1;0;0;0;1
522;13118,3;0;0;1;1;0;0;1;1;0;0;0;0
523;10692,3;1;0;0;1;0;0;0;0;0;0;1;0
524;10027,17;1;0;0;0;0;0;0;0;1;0;0;0
525;10828,65;1;0;0;0;0;0;0;1;0;1;0;0
528;10110,44;0;1;0;0;0;0;1;1;0;0;0;0
529;12026,8;0;0;0;0;0;0;0;1;0;1;0;1
530;12095,64;0;0;1;0;0;0;0;1;0;1;0;1
533;7749,46;0;0;1;0;0;0;1;0;1;0;0;1
534;12531,39;0;0;1;0;0;1;0;0;1;1;1;0
535;9229,15;0;0;0;0;0;0;1;0;1;0;0;0
536;9861,78;1;0;0;0;0;0;0;0;1;1;0;1
539;11914,38;0;1;0;0;0;0;1;0;1;1;1;1
541;9366,93;0;1;0;1;0;1;1;1;0;1;0;1
542;11137,46;0;1;0;1;0;0;0;0;1;0;0;1
543;8562,91;0;0;1;0;0;0;0;0;1;0;0;0
544;12975,84;0;1;0;1;0;0;1;1;0;0;0;1
545;13845,21;0;1;0;0;0;0;0;0;1;0;1;0
546;8300,95;1;0;0;0;0;0;0;1;0;0;0;1
549;9911,99;0;1;0;0;0;0;0;1;0;1;1;0
555;11540,24;0;0;1;1;0;0;0;0;1;1;0;0
556;10806,66;0;0;0;0;0;0;1;1;0;0;1;1
558;5982,82;1;0;0;0;0;0;0;0;0;0;1;0
560;9561,85;0;0;1;1;0;0;0;1;0;0;0;1
561;9252,56;0;0;0;1;0;0;0;0;0;0;0;0
562;8058,33;0;1;0;1;0;0;0;1;0;1;1;0
565;8877,45;0;0;0;0;0;0;1;0;1;1;0;0
566;12884,63;0;0;0;0;0;0;0;0;1;0;1;0
567;9997,05;0;0;1;1;0;0;0;0;1;0;0;1
568;9119,06;1;0;0;0;0;0;1;1;0;0;0;0
569;10142,61;0;1;0;1;0;0;1;0;1;0;0;0
571;10163,1;1;0;0;0;0;1;1;1;0;1;1;0
572;9987,58;0;0;1;1;0;0;1;1;0;0;1;0
573;10239,4;0;1;0;0;0;1;1;1;0;1;0;0
574;12635,82;0;0;1;1;0;1;0;0;1;1;1;0
575;12246,44;0;1;0;1;0;1;0;0;1;1;0;1
576;10141,44;0;0;0;0;0;0;0;0;1;1;1;0
577;9936,05;1;0;0;1;0;0;0;0;1;1;1;0
578;8624,06;0;1;0;0;0;0;1;0;1;0;0;1
579;11211,98;0;0;1;1;0;0;0;0;1;0;0;0
580;11032,83;1;0;0;0;0;0;0;0;1;0;0;1
581;9292,29;0;0;0;1;0;1;1;0;1;1;0;0
582;9870,33;0;0;1;0;0;0;1;1;0;0;1;0
583;10751,69;0;1;0;0;0;0;0;0;1;1;0;1
584;12655,11;0;0;1;1;0;0;0;1;0;0;0;1
585;8655,59;1;0;0;1;0;0;0;0;1;1;1;1
588;10413,09;0;0;1;0;0;0;1;1;0;0;0;0
589;10772,89;1;0;0;0;0;0;0;0;1;1;0;0
590;12433,57;0;0;1;1;0;0;0;0;1;1;0;0
591;11454,59;0;1;0;1;0;0;1;0;0;0;0;0
593;9124,17;0;1;0;0;0;0;0;0;1;0;1;0
594;12084,33;0;0;1;1;0;0;1;1;0;0;1;1
595;13885,67;0;0;1;0;0;0;0;0;1;0;0;1
596;9144,91;0;1;0;1;0;0;0;0;1;0;0;1
597;8715,53;0;0;1;0;0;0;0;1;0;1;0;1
598;9795,23;0;0;1;0;0;0;0;0;1;1;1;0
599;7604,66;0;0;1;0;0;0;0;1;0;0;0;1
600;13687,56;0;0;1;0;0;0;0;0;0;0;0;0
602;9621,95;0;0;1;1;0;1;1;0;1;1;1;0
604;9403,62;0;0;1;0;0;0;0;1;0;1;1;0
605;6286,77;0;0;1;0;0;0;1;0;1;1;0;0
606;8846,76;0;0;1;0;0;0;1;0;0;1;0;0
607;10968,21;0;0;1;1;0;0;0;1;0;0;0;0
608;10424,37;1;0;0;0;0;0;1;0;0;1;0;1
610;9842,83;0;0;1;1;0;0;0;0;1;1;0;0
611;12719,23;0;0;1;1;0;0;1;0;1;1;1;0
614;11126,97;0;1;0;0;0;0;0;0;1;0;0;1
616;13886,62;0;1;0;0;0;0;0;0;1;1;0;0
617;10500,81;0;0;1;1;0;0;1;0;0;0;0;0
618;10671,37;1;0;0;1;0;0;0;0;0;1;0;0
619;8961,79;0;0;1;0;0;1;0;1;0;1;0;0
620;12588,46;1;0;0;0;0;0;0;0;1;1;0;1
622;12480,33;0;0;1;0;0;0;0;0;1;1;0;1
623;12789,44;1;0;0;0;0;0;1;0;1;1;0;1
625;11037,32;0;0;1;1;0;0;1;0;0;1;0;1
628;9670,28;0;0;1;1;0;0;0;0;1;0;0;1
629;9220,74;0;0;1;1;0;0;0;1;0;0;0;0
630;12304,64;0;1;0;1;0;0;1;0;1;0;0;0
634;10071,34;0;0;1;0;0;0;0;1;0;1;1;1
636;9915,05;0;0;0;0;0;0;0;0;0;0;0;0
637;13237,35;0;0;1;1;0;0;0;1;0;0;0;0
638;8895,48;0;0;1;1;0;0;0;1;0;0;0;1
640;13034,7;0;0;0;1;0;0;0;0;1;1;0;1
642;11578,89;0;0;0;1;0;0;0;0;1;1;1;1
643;10629,59;0;0;1;1;0;0;0;0;1;1;0;0
644;10578,99;0;0;1;0;0;0;0;1;0;1;0;0
645;10404,89;0;0;0;1;0;0;0;0;1;1;1;0
646;9253,62;0;1;0;0;0;0;0;1;0;1;0;1
647;10339,49;0;1;0;1;0;0;1;1;0;0;1;0
648;12082,56;0;0;1;0;0;0;0;0;1;1;0;0
649;10923,36;0;1;0;0;0;0;0;1;0;0;1;0
651;10819,76;0;0;1;0;0;0;0;0;1;1;0;0
652;14222,56;0;0;1;1;0;0;1;1;0;1;0;1
653;10620,72;0;1;0;1;0;0;0;1;0;0;0;1
654;9076,35;0;0;0;0;0;1;0;1;0;1;0;0
656;11785,48;1;0;0;0;0;0;0;0;1;1;0;0
657;14448,92;1;0;0;0;0;0;0;1;0;0;1;0
658;11537,86;0;1;0;1;0;0;0;1;0;0;0;0
661;11394,6;0;0;1;0;0;0;0;0;1;0;0;0
663;8086,08;0;0;1;0;0;0;1;0;1;0;0;0
664;8985,43;0;1;0;0;0;0;0;0;1;0;0;0
666;10439,73;0;1;0;1;0;0;0;0;1;0;0;1
667;8504,42;1;0;0;0;0;0;1;0;1;0;0;0
